Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{perform, execute, do}(nselect:25) 	 	 {make}(nselect:0)
Verbo(nselect:0) 	 	 {remove, take, take away, withdraw}(nselect:1)
{remove, take, take away, withdraw}(nselect:1) 	 	 {epilate, depilate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {harvest}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {tip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {stem}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {extirpate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {enucleate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {exenterate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {enucleate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {decorticate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {bail}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {strip, undress, divest, disinvest}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {ablate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clean, pick}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clean}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {winnow}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {pick}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clear, clear up}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {muck}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {lift}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {lift}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {lift}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {tear away, tear off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {take off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {take away, take out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {pit, stone}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {seed}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unhinge}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {shuck}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {hull}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {crumb}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {chip away, chip away at}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {burl}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {knock out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {scavenge, clean}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {hypophysectomize, hypophysectomise}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {degas}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {husk, shell}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {bur, burr}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clear off, clear away}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {flick}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {strip, dismantle}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {strip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clear}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {defang}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {bone, debone}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {disembowel, eviscerate, draw}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {shell}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {shuck}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {tusk, detusk}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {dehorn}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {scalp}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {weed}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {condense}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {bail out, bale out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {leach, strip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {decalcify}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {detoxify, detoxicate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {de-ionate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {de-iodinate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {decarbonize, decarbonise, decarburize, decarburise, decoke}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {delouse}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {ream}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {brush}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {wash, wash out, wash off, wash away}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {desorb}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {pull}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {demineralize, demineralise}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {eliminate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {expectorate, clear out, drive out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {carve out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {defuse}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {dredge}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {wear away, wear off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {amputate, cut off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {resect, eviscerate}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {skim, skim off, cream off, cream}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {strip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {strip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {scale, descale}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {circumcise}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {undock}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {dig, delve, cut into, turn over}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {excavate, dig, hollow}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {scoop, scoop out, lift out, scoop up, take up}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {extract, pull out, pull, pull up, take out, draw out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {take out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unstring}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {string}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {wipe off, wipe away}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {take away, bear off, bear away, carry away, carry off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unveil}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unpack, take out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unburden, disburden}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {empty}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {discharge}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {unsaddle, offsaddle}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {shed, cast, cast off, shake off, throw, throw off, throw away, drop}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {dislodge, free}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clean}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {aspirate, draw out, suck out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {delete, cancel}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {ladle, lade, laden}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {spoon}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {gut}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {head}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {draw off, draw away, pull off}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {clean, strip}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {draw, take out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {draw, pull, pull out, get out, take out}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {leach}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {draw}(nselect:0)
{remove, take, take away, withdraw}(nselect:1) 	 	 {withdraw, draw, take out, draw off}(nselect:0)
Verbo(nselect:0) 	 	 {open, open up}(nselect:2)
{open, open up}(nselect:2) 	 	 {unbar}(nselect:0)
{open, open up}(nselect:2) 	 	 {break open}(nselect:0)
{open, open up}(nselect:2) 	 	 {click open}(nselect:0)
{open, open up}(nselect:2) 	 	 {unlock}(nselect:0)
{open, open up}(nselect:2) 	 	 {unbolt}(nselect:0)
{open, open up}(nselect:2) 	 	 {unseal}(nselect:0)
{open, open up}(nselect:2) 	 	 {uncork}(nselect:0)
{open, open up}(nselect:2) 	 	 {pry, prise, prize, lever, jimmy}(nselect:0)
{open, open up}(nselect:2) 	 	 {gap, breach}(nselect:0)
{open, open up}(nselect:2) 	 	 {lance}(nselect:0)
{open, open up}(nselect:2) 	 	 {reopen}(nselect:2)
Verbo(nselect:0) 	 	 {get, acquire}(nselect:1)
{get, acquire}(nselect:1) 	 	 {isolate}(nselect:0)
{get, acquire}(nselect:1) 	 	 {win back, get back}(nselect:0)
{get, acquire}(nselect:1) 	 	 {press out, express, extract}(nselect:0)
{get, acquire}(nselect:1) 	 	 {capture, catch}(nselect:0)
{get, acquire}(nselect:1) 	 	 {come by, come into}(nselect:0)
{get, acquire}(nselect:1) 	 	 {buy, purchase}(nselect:0)
{get, acquire}(nselect:1) 	 	 {lease, rent, hire, charter, engage, take}(nselect:0)
{get, acquire}(nselect:1) 	 	 {turn}(nselect:0)
{get, acquire}(nselect:1) 	 	 {buy}(nselect:0)
{get, acquire}(nselect:1) 	 	 {find}(nselect:0)
{get, acquire}(nselect:1) 	 	 {glom}(nselect:0)
{get, acquire}(nselect:1) 	 	 {enter upon, come upon, luck into}(nselect:0)
{get, acquire}(nselect:1) 	 	 {line up, get hold, come up, find}(nselect:1)
{get, acquire}(nselect:1) 	 	 {accept, take, have}(nselect:1)
{accept, take, have}(nselect:1) 	 	 {accept, admit, take, take on}(nselect:0)
{accept, take, have}(nselect:1) 	 	 {welcome}(nselect:0)
{accept, take, have}(nselect:1) 	 	 {honor, honour}(nselect:0)
{accept, take, have}(nselect:1) 	 	 {adopt, borrow, take over, take up}(nselect:0)
{get, acquire}(nselect:1) 	 	 {obtain}(nselect:1)
{obtain}(nselect:1) 	 	 {carry}(nselect:0)
{obtain}(nselect:1) 	 	 {excavate, dig up, turn up}(nselect:0)
{obtain}(nselect:1) 	 	 {extort, wring from}(nselect:0)
{obtain}(nselect:1) 	 	 {kite}(nselect:0)
{obtain}(nselect:1) 	 	 {source}(nselect:0)
{obtain}(nselect:1) 	 	 {procure, secure}(nselect:0)
{obtain}(nselect:1) 	 	 {extract}(nselect:0)
{obtain}(nselect:1) 	 	 {take out}(nselect:0)
{obtain}(nselect:1) 	 	 {get in, get into}(nselect:0)
{obtain}(nselect:1) 	 	 {eke out, squeeze out}(nselect:0)
{obtain}(nselect:1) 	 	 {mooch, bum, cadge, grub, sponge}(nselect:0)
{obtain}(nselect:1) 	 	 {derive, gain}(nselect:1)
{derive, gain}(nselect:1) 	 	 {reap, draw}(nselect:0)
{obtain}(nselect:1) 	 	 {shop}(nselect:0)
{obtain}(nselect:1) 	 	 {snag}(nselect:0)
{obtain}(nselect:1) 	 	 {grab}(nselect:0)
{get, acquire}(nselect:1) 	 	 {recover, retrieve, find, regain}(nselect:0)
{recover, retrieve, find, regain}(nselect:0) 	 	 {access}(nselect:1)
{access}(nselect:1) 	 	 {address}(nselect:0)
{access}(nselect:1) 	 	 {log in, log on, log-in}(nselect:0)
{get, acquire}(nselect:1) 	 	 {catch}(nselect:0)
{get, acquire}(nselect:1) 	 	 {recover, recoup, recuperate}(nselect:0)
{get, acquire}(nselect:1) 	 	 {reclaim, repossess}(nselect:0)
{get, acquire}(nselect:1) 	 	 {find, regain}(nselect:0)
{get, acquire}(nselect:1) 	 	 {acquire, win, gain}(nselect:1)
{acquire, win, gain}(nselect:1) 	 	 {cozen}(nselect:0)
{get, acquire}(nselect:1) 	 	 {gain, take in, clear, make, earn, realize, realise, pull in, bring in}(nselect:0)
{get, acquire}(nselect:1) 	 	 {earn, garner}(nselect:0)
{get, acquire}(nselect:1) 	 	 {profit, gain, benefit}(nselect:0)
{profit, gain, benefit}(nselect:0) 	 	 {cash in on}(nselect:0)
{profit, gain, benefit}(nselect:0) 	 	 {profiteer}(nselect:0)
{profit, gain, benefit}(nselect:0) 	 	 {pyramid}(nselect:0)
{profit, gain, benefit}(nselect:0) 	 	 {net, sack, sack up, clear}(nselect:0)
{profit, gain, benefit}(nselect:0) 	 	 {capitalize, capitalise, take advantage}(nselect:1)
{get, acquire}(nselect:1) 	 	 {partake, share, partake in}(nselect:0)
{get, acquire}(nselect:1) 	 	 {preempt}(nselect:0)
{get, acquire}(nselect:1) 	 	 {preempt}(nselect:0)
{get, acquire}(nselect:1) 	 	 {collect, pick up, gather up, call for}(nselect:2)
{get, acquire}(nselect:1) 	 	 {inherit}(nselect:0)
{get, acquire}(nselect:1) 	 	 {borrow}(nselect:0)
{get, acquire}(nselect:1) 	 	 {pick up}(nselect:0)
{get, acquire}(nselect:1) 	 	 {get}(nselect:0)
{get, acquire}(nselect:1) 	 	 {poll}(nselect:0)
{get, acquire}(nselect:1) 	 	 {receive, have}(nselect:8)
{receive, have}(nselect:8) 	 	 {take in, take up}(nselect:0)
{receive, have}(nselect:8) 	 	 {hustle}(nselect:0)
{receive, have}(nselect:8) 	 	 {accept}(nselect:0)
{receive, have}(nselect:8) 	 	 {fence}(nselect:0)
{receive, have}(nselect:8) 	 	 {graduate}(nselect:1)
{receive, have}(nselect:8) 	 	 {inherit}(nselect:0)
Verbo(nselect:0) 	 	 {arrive, get, come}(nselect:7)
{arrive, get, come}(nselect:7) 	 	 {land, set down}(nselect:5)
{land, set down}(nselect:5) 	 	 {alight, light, perch}(nselect:0)
{land, set down}(nselect:5) 	 	 {force-land}(nselect:0)
{land, set down}(nselect:5) 	 	 {beach}(nselect:0)
{land, set down}(nselect:5) 	 	 {port}(nselect:0)
{land, set down}(nselect:5) 	 	 {disembark, debark, set down}(nselect:0)
{land, set down}(nselect:5) 	 	 {touch down}(nselect:0)
{land, set down}(nselect:5) 	 	 {undershoot}(nselect:0)
{land, set down}(nselect:5) 	 	 {belly-land}(nselect:0)
{land, set down}(nselect:5) 	 	 {crash land}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {drive in}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {land, put down, bring down}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {land, set ashore, shore}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {roll up}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {come, come in}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {reach, hit, attain}(nselect:2)
{reach, hit, attain}(nselect:2) 	 	 {max out}(nselect:0)
{reach, hit, attain}(nselect:2) 	 	 {break even}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {flood in}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {pull in, get in, move in, draw in}(nselect:0)
{arrive, get, come}(nselect:7) 	 	 {plump in}(nselect:0)
Verbo(nselect:0) 	 	 {get rid of, remove}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {slough off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {weed out, comb out}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {work off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {cull}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dump, ditch}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unmuzzle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deaerate, de-aerate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decaffeinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decarbonate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decerebrate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dechlorinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defat}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defibrinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {degrease}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deionize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delist}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delocalize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deoxygenate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {destain}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {desulfurize, desulphurize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {detick}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {devein}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {fettle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flesh}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flense}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {kern}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {pith}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {scum}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unbridle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {unlearn}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {deep-six, give it the deep six}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {jettison}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {trash, junk, scrap}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {waste}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {dump}(nselect:1)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {retire}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {abandon}(nselect:1)
{abandon}(nselect:1) 	 	 {chuck, ditch}(nselect:0)
{abandon}(nselect:1) 	 	 {dispense with}(nselect:0)
{abandon}(nselect:1) 	 	 {forfeit, give up, throw overboard, waive, forgo, forego}(nselect:0)
{abandon}(nselect:1) 	 	 {consign}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {sell out, sell up, liquidize}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:1) 	 	 {de-access}(nselect:0)
